"","chance_of_playing_next_round","chance_of_playing_this_round","code","cost_change_event","cost_change_event_fall","cost_change_start","cost_change_start_fall","dreamteam_count","element_type","ep_next","ep_this","event_points","first_name","form","id","in_dreamteam","news","news_added","now_cost","photo","points_per_game","second_name","selected_by_percent","special","squad_number","status","team","team_code","total_points","transfers_in","transfers_in_event","transfers_out","transfers_out_event","value_form","value_season","web_name","minutes","goals_scored","assists","clean_sheets","goals_conceded","own_goals","penalties_saved","penalties_missed","yellow_cards","red_cards","saves","bonus","bps","influence","creativity","threat","ict_index","influence_rank","influence_rank_type","creativity_rank","creativity_rank_type","threat_rank","threat_rank_type","ict_index_rank","ict_index_rank_type","plural_name","plural_name_short","singular_name","singular_name_short","squad_select","squad_min_play","squad_max_play","ui_shirt_specific","element_count","draw","loss","name","played","points","position","short_name","strength","team_division","unavailable","win","strength_overall_home","strength_overall_away","strength_attack_home","strength_attack_away","strength_defence_home","strength_defence_away","pulse_id","vapm","games"
"43",NA,NA,169359,0,0,0,0,0,2,"0.0",NA,0,"Matt","0.0",42,FALSE,"",NA,45,"169359.jpg",2.9,"Targett","1.6",FALSE,NA,"a",2,7,80,0,0,0,0,"0.0","17.8","Targett",2291,1,3,5,40,0,0,0,4,0,0,10,433,"503.8","432.9","130.0","106.9",116,44,75,14,209,56,121,30,"Defenders","DEF","Defender","DEF",5,3,5,FALSE,173,0,0,"Aston Villa",0,0,0,"AVL",2,NA,FALSE,0,1050,1080,1010,1080,1000,1110,2,0.02,28
"44",NA,NA,184386,0,0,0,0,0,2,"0.0",NA,0,"James","0.0",43,FALSE,"",NA,45,"184386.jpg",0,"Bree","0.1",FALSE,NA,"a",2,7,0,0,0,0,0,"0.0","0.0","Bree",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",422,163,413,163,400,160,422,163,"Defenders","DEF","Defender","DEF",5,3,5,FALSE,173,0,0,"Aston Villa",0,0,0,"AVL",2,NA,FALSE,0,1050,1080,1010,1080,1000,1110,2,0,0
"45",NA,NA,184704,0,0,0,0,0,3,"0.0",NA,0,"Marvelous","0.0",44,FALSE,"",NA,45,"184704.jpg",1.5,"Nakamba","0.8",FALSE,NA,"a",2,7,43,0,0,0,0,"0.0","9.6","Nakamba",1826,0,0,1,37,0,0,0,5,0,0,0,273,"292.2","162.9","24.0","47.9",209,87,189,116,302,145,261,120,"Midfielders","MID","Midfielder","MID",5,2,5,FALSE,200,0,0,"Aston Villa",0,0,0,"AVL",2,NA,FALSE,0,1050,1080,1010,1080,1000,1110,2,0,29
"46",NA,NA,193488,0,0,0,0,0,3,"0.0",NA,0,"Anwar","0.0",45,FALSE,"",NA,60,"193488.jpg",2.7,"El Ghazi","0.2",FALSE,NA,"a",2,7,93,0,0,0,0,"0.0","15.5","El Ghazi",2046,4,5,5,48,0,0,0,3,0,0,0,281,"383.2","482.2","655.0","152.0",169,70,53,41,44,24,57,33,"Midfielders","MID","Midfielder","MID",5,2,5,FALSE,200,0,0,"Aston Villa",0,0,0,"AVL",2,NA,FALSE,0,1050,1080,1010,1080,1000,1110,2,0.0116666666666667,34
"47",NA,NA,199798,0,0,0,0,0,2,"0.0",NA,0,"Ezri","0.0",46,FALSE,"",NA,45,"199798.jpg",2.6,"Konsa Ngoyo","0.3",FALSE,NA,"a",2,7,65,0,0,0,0,"0.0","14.4","Konsa",2038,1,2,5,39,0,0,0,3,0,0,4,335,"400.6","151.8","173.0","72.8",162,58,198,50,189,46,187,53,"Defenders","DEF","Defender","DEF",5,3,5,FALSE,173,0,0,"Aston Villa",0,0,0,"AVL",2,NA,FALSE,0,1050,1080,1010,1080,1000,1110,2,0.0133333333333333,25
"48",NA,NA,203368,0,0,0,0,0,2,"0.0",NA,0,"Frédéric","0.0",47,FALSE,"",NA,45,"203368.jpg",2.5,"Guilbert","0.2",FALSE,NA,"a",2,7,62,0,0,0,0,"0.0","13.8","Guilbert",2038,0,2,6,36,0,0,0,7,0,0,4,342,"451.2","241.5","77.0","77.2",134,48,147,32,258,86,177,49,"Defenders","DEF","Defender","DEF",5,3,5,FALSE,173,0,0,"Aston Villa",0,0,0,"AVL",2,NA,FALSE,0,1050,1080,1010,1080,1000,1110,2,0.0111111111111111,25
"49",0,NA,213345,0,0,0,0,0,4,"0.0",NA,0,"Wesley","0.0",48,FALSE,"Knee injury - Unknown return date","2020-08-15T10:00:11.458856Z",60,"213345.jpg",3.2,"Moraes","0.0",FALSE,NA,"i",2,7,67,0,0,0,0,"0.0","11.2","Wesley",1782,5,1,6,31,0,0,1,3,0,0,7,180,"296.2","169.8","632.0","108.3",206,24,184,26,47,22,115,24,"Forwards","FWD","Forward","FWD",3,1,3,FALSE,61,0,0,"Aston Villa",0,0,0,"AVL",2,NA,FALSE,0,1050,1080,1010,1080,1000,1110,2,0.02,21
"50",NA,NA,217487,0,0,0,0,0,4,"0.0",NA,0,"Mbwana","0.0",49,FALSE,"",NA,60,"217487.jpg",2.1,"Samatta","0.1",FALSE,NA,"a",2,7,29,0,0,0,0,"0.0","4.8","Samatta",940,1,0,4,18,0,0,0,1,0,0,2,74,"67.6","131.5","245.0","44.2",327,42,208,32,142,36,269,38,"Forwards","FWD","Forward","FWD",3,1,3,FALSE,61,0,0,"Aston Villa",0,0,0,"AVL",2,NA,FALSE,0,1050,1080,1010,1080,1000,1110,2,0.00166666666666667,14
"51",NA,NA,221239,0,0,0,0,0,4,"0.0",NA,0,"Keinan","0.0",50,FALSE,"",NA,45,"221239.jpg",1.4,"Davis","17.7",FALSE,NA,"a",2,7,25,0,0,0,0,"0.0","5.6","Davis",534,0,1,1,7,0,0,0,0,0,0,0,43,"27.8","71.7","212.0","29.9",350,46,254,40,157,40,295,43,"Forwards","FWD","Forward","FWD",3,1,3,FALSE,61,0,0,"Aston Villa",0,0,0,"AVL",2,NA,FALSE,0,1050,1080,1010,1080,1000,1110,2,0,18
"52",NA,NA,223349,0,0,0,0,0,4,"0.0",NA,0,"Indiana","0.0",51,FALSE,"",NA,45,"223349.jpg",1,"Vassilev","1.4",FALSE,NA,"a",2,7,4,0,0,0,0,"0.0","0.9","Vassilev",47,0,0,0,1,0,0,0,0,0,0,0,8,"1.2","1.6","7.0","0.9",376,50,350,50,321,50,372,50,"Forwards","FWD","Forward","FWD",3,1,3,FALSE,61,0,0,"Aston Villa",0,0,0,"AVL",2,NA,FALSE,0,1050,1080,1010,1080,1000,1110,2,0,4
"53",NA,NA,230046,0,0,0,0,0,3,"0.0",NA,0,"Douglas Luiz","0.0",52,FALSE,"",NA,50,"230046.jpg",2.5,"Soares de Paulo","0.6",FALSE,NA,"a",2,7,90,0,0,0,0,"0.0","18.0","Douglas Luiz",2604,3,2,8,51,0,0,0,8,0,0,5,411,"508.6","293.2","377.0","118.0",114,40,122,80,87,46,100,59,"Midfielders","MID","Midfielder","MID",5,2,5,FALSE,200,0,0,"Aston Villa",0,0,0,"AVL",2,NA,FALSE,0,1050,1080,1010,1080,1000,1110,2,0.01,36
"54",NA,NA,20529,0,0,0,0,0,4,"0.3",NA,0,"Glenn","0.0",53,FALSE,"",NA,50,"20529.jpg",1.6,"Murray","1.9",FALSE,NA,"a",3,36,36,0,0,0,0,"0.0","7.2","Murray",785,1,1,2,10,0,0,0,0,0,0,0,74,"74.0","57.1","249.0","37.7",324,41,273,43,138,35,279,39,"Forwards","FWD","Forward","FWD",3,1,3,FALSE,61,0,0,"Brighton",0,0,0,"BHA",2,NA,FALSE,0,1070,1070,1100,1130,1060,1060,131,0,22
"55",NA,NA,39155,0,0,0,0,0,3,"1.2",NA,0,"Adam","0.0",54,FALSE,"",NA,65,"39155.jpg",1.8,"Lallana","2.0",FALSE,NA,"a",3,36,27,0,0,0,0,"0.0","4.2","Lallana",371,1,1,1,5,0,0,0,1,0,0,1,97,"107.2","68.8","74.0","25.1",309,132,259,135,262,129,305,134,"Midfielders","MID","Midfielder","MID",5,2,5,FALSE,200,0,0,"Brighton",0,0,0,"BHA",2,NA,FALSE,0,1070,1070,1100,1130,1060,1060,131,0,15
"56",NA,NA,40845,0,0,0,0,0,3,"0.0",NA,0,"Dale","0.0",55,FALSE,"",NA,45,"40845.jpg",1.9,"Stephens","15.3",FALSE,NA,"a",3,36,63,0,0,0,0,"0.0","14.0","Stephens",2525,0,1,6,42,0,0,0,8,0,0,1,406,"438.6","292.8","90.0","82.2",141,54,123,81,245,122,172,90,"Midfielders","MID","Midfielder","MID",5,2,5,FALSE,200,0,0,"Brighton",0,0,0,"BHA",2,NA,FALSE,0,1070,1070,1100,1130,1060,1060,131,0,33
"57",NA,NA,50093,0,0,0,0,0,1,"0.0",NA,0,"David","0.0",56,FALSE,"",NA,40,"50093.jpg",0,"Button","7.2",FALSE,NA,"a",3,36,0,0,0,0,0,"0.0","0.0","Button",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",379,32,359,13,338,6,379,32,"Goalkeepers","GKP","Goalkeeper","GKP",2,1,1,TRUE,49,0,0,"Brighton",0,0,0,"BHA",2,NA,FALSE,0,1070,1070,1100,1130,1060,1060,131,0,0
"58",NA,NA,60307,0,0,0,0,0,3,"1.1",NA,0,"Pascal","0.0",57,FALSE,"",NA,60,"60307.jpg",2.6,"Groß","0.2",FALSE,NA,"a",3,36,76,0,0,0,0,"0.0","12.7","Groß",1791,2,5,3,32,1,0,0,4,0,0,7,326,"388.2","908.5","323.0","161.6",166,68,11,8,108,59,50,29,"Midfielders","MID","Midfielder","MID",5,2,5,FALSE,200,0,0,"Brighton",0,0,0,"BHA",2,NA,FALSE,0,1070,1070,1100,1130,1060,1060,131,0.01,29
"59",NA,NA,61933,0,0,0,0,0,2,"0.6",NA,0,"Shane","0.0",58,FALSE,"",NA,45,"61933.jpg",2.3,"Duffy","1.1",FALSE,NA,"a",3,36,44,0,0,0,0,"0.0","9.8","Duffy",1232,1,0,3,18,0,0,0,2,0,0,1,227,"288.0","29.8","100.0","41.8",212,81,305,110,234,70,274,93,"Defenders","DEF","Defender","DEF",5,3,5,FALSE,173,0,0,"Brighton",0,0,0,"BHA",2,NA,FALSE,0,1070,1070,1100,1130,1060,1060,131,0.00666666666666666,19
"60",NA,NA,66242,0,0,0,0,0,3,"0.4",NA,0,"Davy","0.0",59,FALSE,"",NA,50,"66242.jpg",2.2,"Pröpper","0.1",FALSE,NA,"a",3,36,78,0,0,0,0,"0.0","15.6","Pröpper",2826,1,2,6,46,1,0,0,4,0,0,2,441,"522.2","434.1","271.0","122.5",110,38,73,53,128,73,94,56,"Midfielders","MID","Midfielder","MID",5,2,5,FALSE,200,0,0,"Brighton",0,0,0,"BHA",2,NA,FALSE,0,1070,1070,1100,1130,1060,1060,131,0.004,35
"61",NA,NA,74471,0,0,0,0,0,3,"0.4",NA,0,"Aaron","0.0",60,FALSE,"",NA,50,"74471.jpg",2.6,"Mooy","0.4",FALSE,NA,"a",3,36,80,0,0,0,0,"0.0","16.0","Mooy",2079,2,2,6,33,0,0,0,1,1,0,9,337,"436.6","614.9","291.0","134.0",143,55,28,22,120,67,76,44,"Midfielders","MID","Midfielder","MID",5,2,5,FALSE,200,0,0,"Brighton",0,0,0,"BHA",2,NA,FALSE,0,1070,1070,1100,1130,1060,1060,131,0.012,31
"62",NA,NA,78916,0,0,0,0,0,2,"0.6",NA,0,"Dan","0.0",61,FALSE,"",NA,45,"78916.jpg",2.5,"Burn","1.0",FALSE,NA,"a",3,36,86,0,0,0,0,"0.0","19.1","Burn",2879,0,0,9,42,0,0,0,5,0,0,3,480,"602.8","311.9","128.0","104.2",71,28,114,26,212,58,125,32,"Defenders","DEF","Defender","DEF",5,3,5,FALSE,173,0,0,"Brighton",0,0,0,"BHA",2,NA,FALSE,0,1070,1070,1100,1130,1060,1060,131,0.0111111111111111,34
"63",NA,NA,83299,0,0,0,0,0,2,"1.1",NA,0,"Lewis","0.0",62,FALSE,"",NA,50,"83299.jpg",3.6,"Dunk","11.3",FALSE,NA,"a",3,36,128,0,0,0,0,"0.0","25.6","Dunk",3230,3,3,9,50,0,0,0,9,0,0,17,674,"825.6","171.8","469.0","146.8",27,6,183,44,69,3,63,9,"Defenders","DEF","Defender","DEF",5,3,5,FALSE,173,0,0,"Brighton",0,0,0,"BHA",2,NA,FALSE,0,1070,1070,1100,1130,1060,1060,131,0.032,36
"64",NA,NA,86153,0,0,0,0,0,2,"0.6",NA,0,"Martín","0.0",63,FALSE,"",NA,45,"86153.jpg",2.3,"Montoya","0.3",FALSE,NA,"a",3,36,62,0,0,0,0,"0.0","13.8","Montoya",1892,0,1,6,32,0,0,0,5,0,0,3,313,"337.4","338.0","177.0","85.5",186,71,105,22,185,43,162,44,"Defenders","DEF","Defender","DEF",5,3,5,FALSE,173,0,0,"Brighton",0,0,0,"BHA",2,NA,FALSE,0,1070,1070,1100,1130,1060,1060,131,0.00666666666666666,27
"65",NA,NA,93284,0,0,0,0,0,4,"0.3",NA,0,"Florin","0.0",64,FALSE,"",NA,50,"93284.jpg",1.7,"Andone","0.3",FALSE,NA,"a",3,36,5,0,0,0,0,"0.0","1.0","Andone",71,1,0,0,2,0,0,0,0,1,0,1,20,"45.0","11.3","21.0","7.6",341,45,329,49,305,48,344,47,"Forwards","FWD","Forward","FWD",3,1,3,FALSE,61,0,0,"Brighton",0,0,0,"BHA",2,NA,FALSE,0,1070,1070,1100,1130,1060,1060,131,0,3
"66",NA,NA,109345,0,0,0,0,0,3,"0.4",NA,0,"Solomon","0.0",65,FALSE,"",NA,50,"109345.jpg",2,"March","0.1",FALSE,NA,"a",3,36,38,0,0,0,0,"0.0","7.6","March",1139,0,1,4,15,0,0,0,2,0,0,3,129,"189.4","239.6","274.0","70.4",269,116,149,96,126,72,196,98,"Midfielders","MID","Midfielder","MID",5,2,5,FALSE,200,0,0,"Brighton",0,0,0,"BHA",2,NA,FALSE,0,1070,1070,1100,1130,1060,1060,131,0,19
"67",NA,NA,110735,0,0,0,0,0,2,"0.6",NA,0,"Adam","0.0",66,FALSE,"",NA,45,"110735.jpg",2.8,"Webster","3.3",FALSE,NA,"a",3,36,88,0,0,0,0,"0.0","19.6","Webster",2668,3,1,5,44,1,0,0,4,0,0,7,514,"696.6","153.2","221.0","107.3",51,19,196,48,154,31,119,29,"Defenders","DEF","Defender","DEF",5,3,5,FALSE,173,0,0,"Brighton",0,0,0,"BHA",2,NA,FALSE,0,1070,1070,1100,1130,1060,1060,131,0.0177777777777778,31
"68",NA,NA,111478,0,0,0,0,0,2,"0.6",NA,0,"Joël","0.0",67,FALSE,"",NA,45,"111478.jpg",0,"Veltman","0.4",FALSE,NA,"a",3,36,0,0,0,0,0,"0.0","0.0","Veltman",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",412,158,402,158,388,154,412,158,"Defenders","DEF","Defender","DEF",5,3,5,FALSE,173,0,0,"Brighton",0,0,0,"BHA",2,NA,FALSE,0,1070,1070,1100,1130,1060,1060,131,0,0
"69",NA,NA,115382,0,0,0,0,0,4,"1.1",NA,0,"Neal","0.0",68,FALSE,"",NA,65,"115382.jpg",3.5,"Maupay","2.7",FALSE,NA,"a",3,36,131,0,0,0,0,"0.0","20.2","Maupay",2763,10,3,8,36,0,0,1,3,0,0,21,361,"518.6","369.2","1519.0","240.5",111,16,96,12,7,5,22,8,"Forwards","FWD","Forward","FWD",3,1,3,FALSE,61,0,0,"Brighton",0,0,0,"BHA",2,NA,FALSE,0,1070,1070,1100,1130,1060,1060,131,0.0230769230769231,37
"70",NA,NA,116216,0,0,0,0,0,3,"1.1",NA,0,"Leandro","0.0",69,FALSE,"",NA,60,"116216.jpg",3.4,"Trossard","0.6",FALSE,NA,"a",3,36,104,0,0,0,0,"0.0","17.3","Trossard",2004,5,5,4,34,0,0,0,0,0,0,9,352,"411.4","585.4","540.0","153.2",159,65,34,28,58,31,56,32,"Midfielders","MID","Midfielder","MID",5,2,5,FALSE,200,0,0,"Brighton",0,0,0,"BHA",2,NA,FALSE,0,1070,1070,1100,1130,1060,1060,131,0.0233333333333333,31
"71",NA,NA,131897,0,0,0,0,0,1,"0.7",NA,0,"Mathew","0.0",70,FALSE,"",NA,45,"131897.jpg",3.6,"Ryan","24.1",FALSE,NA,"a",3,36,135,0,0,0,0,"0.0","30.0","Ryan",3420,0,0,9,54,0,0,0,0,0,117,14,754,"1000.0","0.0","0.0","100.1",9,2,404,34,390,30,132,2,"Goalkeepers","GKP","Goalkeeper","GKP",2,1,1,TRUE,49,0,0,"Brighton",0,0,0,"BHA",2,NA,FALSE,0,1070,1070,1100,1130,1060,1060,131,0.0355555555555556,38
"72",NA,NA,165210,0,0,0,0,0,3,"0.8",NA,0,"Alireza","0.0",71,FALSE,"",NA,55,"165210.jpg",2.8,"Jahanbakhsh","0.1",FALSE,NA,"a",3,36,28,0,0,0,0,"0.0","5.1","Jahanbakhsh",305,2,1,1,4,0,0,0,0,0,0,2,90,"90.6","62.5","106.0","25.9",315,134,268,137,226,116,301,132,"Midfielders","MID","Midfielder","MID",5,2,5,FALSE,200,0,0,"Brighton",0,0,0,"BHA",2,NA,FALSE,0,1070,1070,1100,1130,1060,1060,131,0.0145454545454545,10
"73",0,NA,167473,0,0,0,0,0,3,"0.0",NA,0,"José","0.0",72,FALSE,"Knee injury - Unknown return date","2020-08-15T10:00:11.482611Z",55,"167473.jpg",0,"Izquierdo","0.0",FALSE,NA,"i",3,36,0,0,0,0,0,"0.0","0.0","Izquierdo",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",474,194,474,194,472,194,474,194,"Midfielders","MID","Midfielder","MID",5,2,5,FALSE,200,0,0,"Brighton",0,0,0,"BHA",2,NA,FALSE,0,1070,1070,1100,1130,1060,1060,131,0,0
"74",NA,NA,178173,0,0,0,0,0,2,"0.6",NA,0,"Matthew","0.0",73,FALSE,"",NA,45,"178173.jpg",0,"Clarke","0.1",FALSE,NA,"a",3,36,0,0,0,0,0,"0.0","0.0","Clarke",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",421,162,412,162,398,158,421,162,"Defenders","DEF","Defender","DEF",5,3,5,FALSE,173,0,0,"Brighton",0,0,0,"BHA",2,NA,FALSE,0,1070,1070,1100,1130,1060,1060,131,0,0
"75",NA,NA,198869,0,0,0,0,0,2,"0.6",NA,0,"Ben","0.0",74,FALSE,"",NA,45,"198869.jpg",0,"White","2.4",FALSE,NA,"a",3,36,0,0,0,0,0,"0.0","0.0","White",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",425,164,416,164,403,161,425,164,"Defenders","DEF","Defender","DEF",5,3,5,FALSE,173,0,0,"Brighton",0,0,0,"BHA",2,NA,FALSE,0,1070,1070,1100,1130,1060,1060,131,0,0
"76",NA,NA,209362,0,0,0,0,0,2,"0.0",NA,0,"Bernardo","0.0",75,FALSE,"",NA,40,"209362.jpg",1.5,"Fernandes da Silva Junior","10.3",FALSE,NA,"a",3,36,21,0,0,0,0,"0.0","5.2","Bernardo",675,0,0,1,17,0,0,0,1,0,0,3,121,"154.0","72.6","92.0","31.9",285,108,253,82,243,77,292,103,"Defenders","DEF","Defender","DEF",5,3,5,FALSE,173,0,0,"Brighton",0,0,0,"BHA",2,NA,FALSE,0,1070,1070,1100,1130,1060,1060,131,0,14
"77",NA,NA,227127,0,0,0,0,0,3,"0.0",NA,0,"Yves","0.0",76,FALSE,"",NA,45,"227127.jpg",1.8,"Bissouma","2.1",FALSE,NA,"a",3,36,39,0,0,0,0,"0.0","8.7","Bissouma",1253,1,0,4,18,0,0,0,4,0,0,0,207,"238.8","110.6","101.0","45.1",240,101,218,124,233,119,266,121,"Midfielders","MID","Midfielder","MID",5,2,5,FALSE,200,0,0,"Brighton",0,0,0,"BHA",2,NA,FALSE,0,1070,1070,1100,1130,1060,1060,131,0,22
"78",NA,NA,232792,0,0,0,0,0,2,"0.6",NA,0,"Tariq","0.0",77,FALSE,"",NA,45,"232792.jpg",2.9,"Lamptey","3.5",FALSE,NA,"a",3,36,26,0,0,0,0,"0.0","5.8","Lamptey",619,0,1,3,8,0,0,0,2,0,0,0,136,"91.8","82.1","27.0","20.2",314,118,240,74,298,108,318,115,"Defenders","DEF","Defender","DEF",5,3,5,FALSE,173,0,0,"Brighton",0,0,0,"BHA",2,NA,FALSE,0,1070,1070,1100,1130,1060,1060,131,0.02,9
"79",NA,NA,233425,0,0,0,0,0,4,"0.5",NA,0,"Aaron","0.0",78,FALSE,"",NA,55,"233425.jpg",2.5,"Connolly","0.7",FALSE,NA,"a",3,36,61,0,0,0,0,"0.0","11.1","Connolly",1250,3,3,5,22,0,0,0,0,0,0,5,146,"150.6","91.4","530.0","76.0",289,35,234,36,60,27,181,29,"Forwards","FWD","Forward","FWD",3,1,3,FALSE,61,0,0,"Brighton",0,0,0,"BHA",2,NA,FALSE,0,1070,1070,1100,1130,1060,1060,131,0.00909090909090909,24
"80",NA,NA,235382,0,0,0,0,0,3,"0.0",NA,0,"Steven","0.0",79,FALSE,"",NA,45,"235382.jpg",1.7,"Alzate","0.3",FALSE,NA,"a",3,36,33,0,0,0,0,"0.0","7.3","Alzate",1181,0,0,3,18,0,0,0,1,0,0,0,183,"202.0","214.1","205.0","62.3",261,113,162,106,166,90,222,106,"Midfielders","MID","Midfielder","MID",5,2,5,FALSE,200,0,0,"Brighton",0,0,0,"BHA",2,NA,FALSE,0,1070,1070,1100,1130,1060,1060,131,0,19
"81",NA,NA,243016,0,0,0,0,0,3,"0.8",NA,0,"Alexis","0.0",80,FALSE,"",NA,55,"243016.jpg",1.3,"Mac Allister","0.1",FALSE,NA,"a",3,36,12,0,0,0,0,"0.0","2.2","Mac Allister",348,0,0,0,6,0,0,0,0,0,0,0,35,"28.4","73.8","66.0","16.9",347,146,248,130,268,132,324,140,"Midfielders","MID","Midfielder","MID",5,2,5,FALSE,200,0,0,"Brighton",0,0,0,"BHA",2,NA,FALSE,0,1070,1070,1100,1130,1060,1060,131,0,9
"82",NA,NA,17761,0,0,0,0,0,2,"0.0",NA,0,"James","0.0",81,FALSE,"",NA,55,"17761.jpg",3.8,"Tarkowski","8.2",FALSE,NA,"a",4,90,143,0,0,0,0,"0.0","26.0","Tarkowski",3420,2,3,15,50,0,0,0,10,0,0,14,690,"919.8","167.1","410.0","149.9",13,3,185,45,83,9,60,8,"Defenders","DEF","Defender","DEF",5,3,5,FALSE,173,0,0,"Burnley",0,0,0,"BUR",3,NA,FALSE,0,1140,1150,1130,1240,1050,1170,43,0.0327272727272727,38
"83",NA,NA,17997,0,0,0,0,0,2,"0.0",NA,0,"Phil","0.0",82,FALSE,"",NA,45,"17997.jpg",3.7,"Bardsley","1.0",FALSE,NA,"a",4,90,78,0,0,0,0,"0.0","17.3","Bardsley",1890,0,2,9,19,0,0,0,6,0,0,6,358,"350.6","164.0","109.0","62.5",180,67,187,46,224,65,220,70,"Defenders","DEF","Defender","DEF",5,3,5,FALSE,173,0,0,"Burnley",0,0,0,"BUR",3,NA,FALSE,0,1140,1150,1130,1240,1050,1170,43,0.0377777777777778,21
"84",NA,NA,39487,0,0,0,0,0,2,"0.0",NA,0,"Erik","0.0",83,FALSE,"",NA,45,"39487.jpg",3.2,"Pieters","4.0",FALSE,NA,"a",4,90,77,0,0,0,0,"0.0","17.1","Pieters",1876,0,5,6,35,0,0,0,2,0,0,10,359,"355.4","273.8","90.0","71.6",177,64,132,29,244,78,190,55,"Defenders","DEF","Defender","DEF",5,3,5,FALSE,173,0,0,"Burnley",0,0,0,"BUR",3,NA,FALSE,0,1140,1150,1130,1240,1050,1170,43,0.0266666666666667,24
"85",0,NA,40145,0,0,0,0,0,3,"0.0",NA,0,"Jack","0.0",84,FALSE,"Ankle injury - Unknown return date","2020-08-15T10:00:11.504829Z",50,"40145.jpg",2.3,"Cork","0.2",FALSE,NA,"i",4,90,70,0,0,0,0,"0.0","14.0","Cork",2614,0,0,12,41,0,0,0,1,0,0,0,301,"313.2","198.2","311.0","82.4",197,82,167,109,112,62,171,89,"Midfielders","MID","Midfielder","MID",5,2,5,FALSE,200,0,0,"Burnley",0,0,0,"BUR",3,NA,FALSE,0,1140,1150,1130,1240,1050,1170,43,0.006,30
"86",NA,NA,41674,0,0,0,0,0,2,"0.0",NA,0,"Kevin","0.0",85,FALSE,"",NA,45,"41674.jpg",2.6,"Long","0.2",FALSE,NA,"a",4,90,21,0,0,0,0,"0.0","4.7","Long",562,0,0,2,5,0,0,0,0,0,0,0,93,"104.8","1.3","24.0","13.0",311,117,351,133,301,110,333,121,"Defenders","DEF","Defender","DEF",5,3,5,FALSE,173,0,0,"Burnley",0,0,0,"BUR",3,NA,FALSE,0,1140,1150,1130,1240,1050,1170,43,0.0133333333333333,8
"87",NA,NA,44683,0,0,0,0,0,4,"0.0",NA,0,"Jay","0.0",86,FALSE,"",NA,60,"44683.jpg",2.8,"Rodriguez","1.2",FALSE,NA,"a",4,90,100,0,0,0,0,"0.0","16.7","Rodriguez",2002,8,2,7,34,0,0,0,1,0,0,9,282,"431.4","135.0","827.0","137.8",148,18,206,31,35,19,73,20,"Forwards","FWD","Forward","FWD",3,1,3,FALSE,61,0,0,"Burnley",0,0,0,"BUR",3,NA,FALSE,0,1140,1150,1130,1240,1050,1170,43,0.0133333333333333,36
"88",NA,NA,44699,0,0,0,0,0,4,"0.0",NA,0,"Ashley","0.0",87,FALSE,"",NA,60,"44699.jpg",3.2,"Barnes","0.7",FALSE,NA,"a",4,90,61,0,0,0,0,"0.0","10.2","Barnes",1350,6,0,8,21,0,0,0,4,0,0,6,161,"226.2","85.1","474.0","75.9",248,27,239,38,68,30,182,30,"Forwards","FWD","Forward","FWD",3,1,3,FALSE,61,0,0,"Burnley",0,0,0,"BUR",3,NA,FALSE,0,1140,1150,1130,1240,1050,1170,43,0.02,19
"89",NA,NA,51927,0,0,0,0,0,2,"0.0",NA,0,"Ben","0.0",88,FALSE,"",NA,50,"51927.jpg",3.4,"Mee","2.4",FALSE,NA,"a",4,90,110,0,0,0,0,"0.0","22.0","Mee",2880,1,2,13,45,0,0,0,7,0,0,6,549,"658.8","105.8","362.0","112.9",56,22,222,62,92,12,108,24,"Defenders","DEF","Defender","DEF",5,3,5,FALSE,173,0,0,"Burnley",0,0,0,"BUR",3,NA,FALSE,0,1140,1150,1130,1240,1050,1170,43,0.028,32
"90",NA,NA,60551,0,0,0,0,0,3,"0.0",NA,0,"Ashley","0.0",89,FALSE,"",NA,55,"60551.jpg",3.4,"Westwood","1.5",FALSE,NA,"a",4,90,118,0,0,0,0,"0.0","21.5","Westwood",3150,2,7,15,39,0,0,0,9,0,0,11,567,"596.8","814.2","135.0","154.7",75,23,15,12,206,108,54,31,"Midfielders","MID","Midfielder","MID",5,2,5,FALSE,200,0,0,"Burnley",0,0,0,"BUR",3,NA,FALSE,0,1140,1150,1130,1240,1050,1170,43,0.0254545454545455,35
"91",NA,NA,60586,0,0,0,0,0,3,"0.0",NA,0,"Johann Berg","0.0",90,FALSE,"",NA,55,"60586.jpg",2.5,"Gudmundsson","0.4",FALSE,NA,"a",4,90,30,0,0,0,0,"0.0","5.5","Gudmundsson",617,1,1,3,7,0,0,0,0,0,0,1,98,"118.6","215.4","108.0","44.1",301,127,160,105,225,115,270,123,"Midfielders","MID","Midfielder","MID",5,2,5,FALSE,200,0,0,"Burnley",0,0,0,"BUR",3,NA,FALSE,0,1140,1150,1130,1240,1050,1170,43,0.00909090909090909,12
